TYPE,STATUS,"PO CREATION DATE","SHIP DATE","WHSE DATE","CUT #",FACTORY,STYLE,SESON,COLOR,"CUT ORD","CUT RECVD","CUT BALNC","CUT/INTRANSIT QTY","ETA DATE",CUSTOMER,"ORD #","CUSTPO #","EARLIEST START DATE","ORD QTY"
DOMESTIC,R,06-15-2015,08-20-2015,09-16-2015,,"SH GLOBAL",SV-JKT-001,,BLK,240,240,0,,,,,,,
DOMESTIC,R,07-30-2015,07-30-2015,07-30-2015,0017700201-2,"SAMPLE VENDOR",HA-WB-130PPK,,DKW,12,12,0,,,,,,,
DOMESTIC,R,07-30-2015,07-30-2015,07-30-2015,0017700201-2,"SAMPLE VENDOR",HA-WB-136PPK,,IIW,12,12,0,,,,,,,
DOMESTIC,R,07-30-2015,07-30-2015,07-30-2015,0017700201-2,"SAMPLE VENDOR",HA-WB-138PPK,,DKW,8,8,0,,,,,,,
DOMESTIC,R,07-30-2015,07-30-2015,07-30-2015,0017700201-2,"SAMPLE VENDOR",HA-WB-142PPK,,IIW,12,12,0,,,,,,,
DOMESTIC,R,07-30-2015,07-30-2015,07-30-2015,0017700201-2,"SAMPLE VENDOR",HA-WT-022PPK,,DKW,12,12,0,,,,,,,
DOMESTIC,C,12-09-2014,01-10-2015,01-30-2015,"137995 & 98","DOLLAR APPAREL TRADING HOUSE",HA-KT-066,,WRN,1728,0,1728,,,,,,,
DOMESTIC,C,12-09-2014,01-10-2015,01-30-2015,"137995 & 98","DOLLAR APPAREL TRADING HOUSE",HA-KT-072,,WHT,1440,0,1440,,,,,,,
DOMESTIC,C,12-09-2014,01-10-2015,01-30-2015,"137995 & 98","DOLLAR APPAREL TRADING HOUSE",HA-KT-076,,WHT,1992,0,1992,,,,,,,
DOMESTIC,R,08-25-2015,08-25-2015,09-10-2015,139284,"ELJAY SHANGHAI(P) LTD",DEC-JKT-055,,IND,3114,3114,0,,,,,,,
DOMESTIC,R,08-25-2015,08-25-2015,09-10-2015,139284,"ELJAY SHANGHAI(P) LTD",DEC-JKT-058,,BLK,2208,2208,0,,,,,,,
DOMESTIC,R,08-25-2015,08-25-2015,09-10-2015,139284,"ELJAY SHANGHAI(P) LTD",DEC-JKT-058,,OLIVE,1572,1572,0,,,,,,,
DOMESTIC,R,09-14-2015,09-14-2015,09-14-2015,139284-85,"SAMPLE VENDOR",DEC-JKT-058,,BLK,432,432,0,,,,,,,
DOMESTIC,R,09-14-2015,09-14-2015,09-14-2015,139284-85,"SAMPLE VENDOR",DEC-JKT-058,,OLIVE,282,282,0,,,,,,,
DOMESTIC,R,09-14-2015,09-14-2015,09-14-2015,139284-85,"SAMPLE VENDOR",DEC-JKT-060,,GRAPHITE,1536,1536,0,,,,,,,
DOMESTIC,R,09-14-2015,09-14-2015,09-14-2015,139284-85,"SAMPLE VENDOR",DEC-JKT-060,,BLK,612,612,0,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,139369,"ELJAY SHANGHAI(P) LTD",HA-WB-153,"FALL 2 2015",INW,2136,2136,0,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,139369,"ELJAY SHANGHAI(P) LTD",HA-WB-149,"FALL 2 2015",DKW,2400,2480,0,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,139369,"ELJAY SHANGHAI(P) LTD",HA-WB-116,"FALL 2 2015",IND,2136,0,2136,,,,,,,
DOMESTIC,R,07-01-2015,08-01-2015,08-27-2015,"140491 & 139","ELJAY SHANGHAI(P) LTD",DEC-JKT-062,,BLK,936,936,0,,,,,,,
DOMESTIC,R,07-01-2015,08-01-2015,08-27-2015,"140491 & 139","ELJAY SHANGHAI(P) LTD",DEC-JKT-056,,BLK,3396,3396,0,,,,,,,
DOMESTIC,R,07-01-2015,08-01-2015,08-27-2015,"140491 & 139","ELJAY SHANGHAI(P) LTD",DEC-JKT-056,,GRAPHITE,1284,1284,0,,,,,,,
DOMESTIC,R,07-01-2015,08-01-2015,08-27-2015,"140491 & 139","ELJAY SHANGHAI(P) LTD",DEC-JKT-056,,CAMO,72,72,0,,,,,,,
DOMESTIC,R,10-07-2015,10-07-2015,10-07-2015,141039&673,"SAMPLE VENDOR",HA-WB-129,"FALL 1 2015",INW,2680,2680,0,,,,,,,
DOMESTIC,R,10-07-2015,10-07-2015,10-07-2015,141039&673,"SAMPLE VENDOR",HA-WB-178,"FALL 1 2015",INW,2742,2742,0,,,,,,,
DOMESTIC,R,10-07-2015,10-07-2015,10-07-2015,141039&673,"SAMPLE VENDOR",HA-WB-179,"FALL 1 2015","LT WASH",2844,2844,0,,,,,,,
DOMESTIC,R,10-07-2015,10-07-2015,10-07-2015,141039&673,"SAMPLE VENDOR",HA-WB-180,"FALL 1 2015",BLK,3430,3430,0,,,,,,,
DOMESTIC,R,07-24-2015,07-24-2015,09-20-2015,142251,"ELJAY SHANGHAI(P) LTD",HA-WB-183,"HOLIDAY 2015",BLK,2988,2988,0,,,,,,,
DOMESTIC,R,07-24-2015,07-24-2015,09-20-2015,142272,"ELJAY SHANGHAI(P) LTD",HA-WB-183,"HOLIDAY 2015",BLK,180,180,0,,,,,,,
DOMESTIC,C,10-12-2015,11-30-2015,12-30-2015,143460,"JCR TRADING LTD",HA-WB-188-DIN,,DKW,120,0,120,,,,,,,
DOMESTIC,C,10-12-2015,11-30-2015,12-30-2015,143460,"JCR TRADING LTD",HA-WT-039-DIN,,DKW,0,0,0,,,,,,,
DOMESTIC,R,01-05-2016,01-05-2016,01-05-2016,143460,"JCR TRADING LTD",HA-WB-188-DIN,"HOLIDAY 2015",DKW,120,120,0,,,,,,,
DOMESTIC,R,01-05-2016,01-05-2016,01-05-2016,143460,"JCR TRADING LTD",HA-WB-190-MWS,"HOLIDAY 2015",INB,144,144,0,,,,,,,
DOMESTIC,R,01-01-2016,01-10-2016,02-08-2016,143460-65,"SAMPLE VENDOR",HA-WB-181-WHT,,WHT,2003,2003,0,,,,,,,
DOMESTIC,C,10-15-2015,12-30-2015,01-30-2016,143461,"JCR TRADING LTD",HA-VST-022-DIN,"SPRING 1 2016",DKW,48,0,48,,,,,,,
DOMESTIC,C,10-15-2015,12-30-2015,01-30-2016,143461,"JCR TRADING LTD",HA-WB-237-DIN,"SPRING 1 2016",DKW,0,0,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143462,"ELJAY SHANGHAI(P) LTD",HA-WB-235,"TRANSITION 2015",WHT,144,144,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143462,"ELJAY SHANGHAI(P) LTD",HA-WB-236,"TRANSITION 2015",BLK,144,144,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143462,"ELJAY SHANGHAI(P) LTD",HA-KT-132-WHT,"TRANSITION 2015",WHT,48,48,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143462,"ELJAY SHANGHAI(P) LTD",HA-KT-133-BLK,"TRANSITION 2015",BLK,48,48,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143462,"ELJAY SHANGHAI(P) LTD",HA-VST-020,"TRANSITION 2015",WHT,48,48,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143462,"ELJAY SHANGHAI(P) LTD",HA-VST-021,"TRANSITION 2015",BLK,48,48,0,,,,,,,
DOMESTIC,C,10-12-2015,11-30-2015,12-30-2015,143465,"JCR TRADING LTD",HA-WB-188-DIN,,DKW,2136,0,2136,,,,,,,
DOMESTIC,C,10-12-2015,11-30-2015,12-30-2015,143465,"JCR TRADING LTD",HA-WT-039-DIN,,DKW,0,0,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143465,"SAMPLE VENDOR",HA-WB-189-LRW,"SPRING 1 2016",LRW,2724,2724,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143465,"SAMPLE VENDOR",HA-VST-015-WHT,"SPRING 1 2016",WHT,564,564,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143465,"SAMPLE VENDOR",HA-WB-202-BLK,"SPRING 1 2016",BLK,984,984,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143465,"SAMPLE VENDOR",HA-WB-224-WHT,"SPRING 1 2016",WHT,1048,1048,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143465,"SAMPLE VENDOR",HA-WB-226-BCH,"SPRING 1 2016",BLEACH,994,994,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143465,"SAMPLE VENDOR",HA-JKT-025-LRW,"SPRING 1 2016",LRW,1104,1104,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143465,"SAMPLE VENDOR",HA-WB-189-LRW,"SPRING 1 2016",LRW,0,0,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143465,"SAMPLE VENDOR",HA-JKT-025-LRW,"SPRING 1 2016",LRW,0,0,0,,,,,,,
DOMESTIC,C,10-15-2015,01-20-2016,02-29-2016,143467,"ELJAY SHANGHAI(P) LTD",HA-WB-205-DIN,,DIN,2532,0,2532,,,,,,,
DOMESTIC,C,10-15-2015,12-30-2015,01-30-2016,143468,"JCR TRADING LTD",HA-VST-022-DIN,"SPRING 1 2016",DKW,480,0,480,,,,,,,
DOMESTIC,C,10-15-2015,12-30-2015,01-30-2016,143468,"JCR TRADING LTD",HA-WB-237-DIN,"SPRING 1 2016",DKW,0,0,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143469,"SAMPLE VENDOR",HA-VST-022-DIN,"SPRING 1 2016",DKW,1140,1140,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143469,"SAMPLE VENDOR",HA-WB-237-DIN,"SPRING 1 2016",DKW,2880,2880,0,,,,,,,
DOMESTIC,R,01-26-2016,01-26-2016,01-26-2016,143469,"SAMPLE VENDOR",HA-WT-032,"SPRING 1 2016",IND,0,0,0,,,,,,,
DOMESTIC,R,10-15-2015,01-20-2016,02-29-2016,143469,"ELJAY SHANGHAI(P) LTD",HA-WB-202,"SPRING 2 2016",BLK,0,0,0,,,,,,,
DOMESTIC,R,10-15-2015,01-20-2016,02-29-2016,143469,"ELJAY SHANGHAI(P) LTD",HA-WB-226,"SPRING 2 2016",BLI,0,0,0,,,,,,,
DOMESTIC,C,10-15-2015,01-20-2016,02-03-2016,143469,"JCR TRADING LTD",HA-VST-022-DIN,"SPRING 1 2016",DKW,588,0,588,,,,,,,
DOMESTIC,C,10-15-2015,01-20-2016,02-03-2016,143469,"JCR TRADING LTD",HA-WB-237-DIN,"SPRING 1 2016",DKW,0,0,0,,,,,,,
DOMESTIC,C,10-29-2015,01-30-2016,02-29-2016,143643,"ELJAY SHANGHAI(P) LTD",HA-WB-205-DIN,,DIN,144,0,144,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143644,"ELJAY SHANGHAI(P) LTD",HA-WB-235,"TRANSITION 2015",WHT,2532,2532,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143644,"ELJAY SHANGHAI(P) LTD",HA-WB-236,"TRANSITION 2015",BLK,2532,2532,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143644,"ELJAY SHANGHAI(P) LTD",HA-KT-132-WHT,"TRANSITION 2015",WHT,1020,1020,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143644,"ELJAY SHANGHAI(P) LTD",HA-KT-133-BLK,"TRANSITION 2015",BLK,1020,1020,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143644,"ELJAY SHANGHAI(P) LTD",HA-VST-020,"TRANSITION 2015",WHT,1044,1044,0,,,,,,,
DOMESTIC,R,10-21-2015,10-21-2015,01-05-2016,143644,"ELJAY SHANGHAI(P) LTD",HA-VST-021,"TRANSITION 2015",BLK,1044,1044,0,,,,,,,
DOMESTIC,R,01-04-2016,01-04-2016,01-04-2016,143804&06,"SAMPLE VENDOR",HA-WT-039-DNM,"SPRING 1 2016",DNM,1044,1044,0,,,,,,,
DOMESTIC,R,01-01-2016,01-01-2016,02-08-2016,143807-05,"SAMPLE VENDOR",HA-WT-040-WHT,,WHT,1066,1066,0,,,,,,,
DOMESTIC,R,04-20-2016,04-20-2016,04-20-2016,143822-24,"SAMPLE VENDOR",HA-WB-241,"SUMMER NINJECTION 16",KHA,1704,1704,0,,,,,,,
DOMESTIC,R,03-20-2016,04-15-2016,04-20-2016,143823,"SAMPLE VENDOR",HA-WB-249,"SUMMER 1 2016",WHT,72,72,0,,,,,,,
DOMESTIC,R,02-29-2016,02-29-2016,02-29-2016,144460-63,"SAMPLE VENDOR",HA-WB-260-DKR,,DKW,2592,2592,0,,,,,,,
DOMESTIC,P,12-18-2015,01-05-2016,02-05-2016,144560,"SH GLOBAL",HA-WJKT-036,"SPRING 1 2016",BLK,1050,1050,0,,,,,,,
DOMESTIC,P,12-18-2015,01-05-2016,02-05-2016,144560,"SH GLOBAL",HA-WJKT-036,"SPRING 1 2016",WHT,690,690,0,,,,,,,
DOMESTIC,R,12-18-2015,01-05-2016,02-05-2016,144563,"SH GLOBAL",HA-WJKT-036,"SPRING 1 2016",BLK,120,120,0,,,,,,,
DOMESTIC,R,12-18-2015,01-05-2016,02-05-2016,144563,"SH GLOBAL",HA-WJKT-036,"SPRING 1 2016",WHT,120,120,0,,,,,,,
DOMESTIC,R,03-20-2016,03-20-2016,04-08-2016,145367,"SAMPLE VENDOR",HA-WB-148-BCH,"SPRING 1 2016",BCH,1800,1800,0,,,,,,,
DOMESTIC,R,05-30-2016,05-30-2016,05-30-2016,145554&56,"GLOBAL APPARELS LTD",HA-WT-062,"SUMMER NINJECTION 16",BLU,1676,1676,0,,,,,,,
DOMESTIC,R,05-30-2016,05-30-2016,05-30-2016,145554&56,"GLOBAL APPARELS LTD",HA-WT-063,"SUMMER NINJECTION 16","RED MULTI",1272,1272,0,,,,,,,
DOMESTIC,R,05-30-2016,05-30-2016,05-30-2016,145554&56,"GLOBAL APPARELS LTD",HA-WT-064,"SUMMER NINJECTION 16","OLIVE MULT",887,887,0,,,,,,,
DOMESTIC,C,06-30-2016,06-30-2016,06-30-2016,146646&79,"GLOBAL APPARELS LTD",HA-WB-290,"FALL 1 2016",DIN,3390,3390,0,,,,,,,
DOMESTIC,C,06-30-2016,06-30-2016,06-30-2016,146646&79,"GLOBAL APPARELS LTD",HA-WB-272,"FALL 1 2016",IND,1432,600,832,,,,,,,
DOMESTIC,C,06-30-2016,06-30-2016,06-30-2016,146646&79,"GLOBAL APPARELS LTD",HA-WB-283,"FALL 1 2016",IND,2524,2524,0,,,,,,,
DOMESTIC,C,06-30-2016,06-30-2016,06-30-2016,146646&79,"GLOBAL APPARELS LTD",HA-WT-050,"FALL 1 2016",IND,700,0,700,,,,,,,
DOMESTIC,C,06-30-2016,06-30-2016,06-30-2016,146646&79,"GLOBAL APPARELS LTD",HA-WT-065,"FALL 1 2016",DIN,468,468,0,,,,,,,
DOMESTIC,C,06-30-2016,06-30-2016,06-30-2016,146646&79,"GLOBAL APPARELS LTD",HA-WB-272,"FALL 1 2016",IND,1986,0,1986,,,,,,,
DOMESTIC,R,08-19-2016,09-05-2016,09-19-2016,146647,"GLOBAL APPARELS LTD",HA-WB-308,"FALL 3 2016","B KHA/OLV",2352,2352,0,,,,,,,
DOMESTIC,R,07-11-2016,07-25-2016,08-11-2016,146647,"GLOBAL APPARELS LTD",HA-WB-269,"FALL 1 2016",IND,1980,1980,0,,,,,,,
DOMESTIC,R,05-05-2016,06-30-2016,07-30-2016,146648,"ELJAY SHANGHAI(P) LTD",HA-WJKT-060,"FALL 3 2016","E KHA",402,402,0,,,,,,,
DOMESTIC,R,05-05-2016,06-30-2016,07-30-2016,146648,"ELJAY SHANGHAI(P) LTD",HA-WJKT-060,"FALL 3 2016",OLIVE,402,402,0,,,,,,,
DOMESTIC,R,07-05-2016,07-05-2016,07-05-2016,"146648 & 79","GLOBAL APPARELS LTD",HA-VST-028,"FALL 2 2016",MID,495,495,0,,,,,,,
DOMESTIC,R,07-05-2016,07-05-2016,07-05-2016,"146648 & 79","GLOBAL APPARELS LTD",HA-WJKT-039,"FALL 2 2016",IND,876,876,0,,,,,,,
DOMESTIC,R,07-05-2016,07-05-2016,07-05-2016,"146648 & 79","GLOBAL APPARELS LTD",HA-WB-281,"FALL 2 2016",IND,3204,3204,0,,,,,,,
DOMESTIC,R,07-05-2016,07-05-2016,07-05-2016,"146648 & 79","GLOBAL APPARELS LTD",HA-WT-066,"FALL 2 2016",BLK,478,478,0,,,,,,,
DOMESTIC,R,07-05-2016,07-05-2016,07-05-2016,"146648 & 79","GLOBAL APPARELS LTD",HA-WT-052,"FALL 2 2016",BLK,495,495,0,,,,,,,
DOMESTIC,R,07-05-2016,07-05-2016,07-05-2016,"146648 & 79","GLOBAL APPARELS LTD",HA-WB-286,"FALL 2 2016",BLK,3738,3738,0,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146649,"ELJAY SHANGHAI(P) LTD",HA-WB-292,"FALL 3 2016",BLK,3222,3222,0,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146649,"ELJAY SHANGHAI(P) LTD",HA-WB-321,"FALL 3 2016",OLIVE,2340,2351,0,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146649,"ELJAY SHANGHAI(P) LTD",HA-WJKT-054,"FALL 3 2016",ECRU,990,983,7,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146649,"ELJAY SHANGHAI(P) LTD",HA-WB-302,"FALL 3 2016",ECRU,1980,1920,60,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146649,"ELJAY SHANGHAI(P) LTD",HA-WB-322,"FALL 3 2016",RED/BLK,2340,2340,0,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146649,"ELJAY SHANGHAI(P) LTD",HA-WJKT-047,"FALL 3 2016",BLK,1110,1110,0,,,,,,,
DOMESTIC,R,08-19-2016,09-05-2016,09-19-2016,146671,"GLOBAL APPARELS LTD",HA-WJKT-064,"FALL 3 2016","B KHA/OLV",977,977,0,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146680,"ELJAY SHANGHAI(P) LTD",HA-WJKT-047,"FALL 3 2016",BLK,96,88,8,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146680,"ELJAY SHANGHAI(P) LTD",HA-WB-292,"FALL 3 2016",BLK,180,180,0,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146680,"ELJAY SHANGHAI(P) LTD",HA-WB-321,"FALL 3 2016",OLIVE,120,120,0,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146680,"ELJAY SHANGHAI(P) LTD",HA-WJKT-054,"FALL 3 2016",ECRU,36,32,4,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146680,"ELJAY SHANGHAI(P) LTD",HA-WB-302,"FALL 3 2016",ECRU,72,72,0,,,,,,,
DOMESTIC,C,04-15-2016,06-10-2016,07-10-2016,146680,"ELJAY SHANGHAI(P) LTD",HA-WB-322,"FALL 3 2016",RED/BLK,120,120,0,,,,,,,
DOMESTIC,R,08-19-2016,09-05-2016,09-19-2016,146681,"GLOBAL APPARELS LTD",HA-WJKT-064,"FALL 3 2016","B KHA/OLV",72,72,0,,,,,,,
DOMESTIC,R,08-19-2016,09-05-2016,09-19-2016,146681,"GLOBAL APPARELS LTD",HA-WB-308,"FALL 3 2016","B KHA/OLV",120,120,0,,,,,,,
DOMESTIC,R,07-11-2016,07-25-2016,08-11-2016,146681,"GLOBAL APPARELS LTD",HA-WT-047,"FALL 2 2016",IND,48,48,0,,,,,,,
DOMESTIC,R,07-11-2016,07-25-2016,08-11-2016,146681,"GLOBAL APPARELS LTD",HA-WB-309,"FALL 2 2016",IND,72,72,0,,,,,,,
DOMESTIC,R,08-25-2016,08-25-2016,08-25-2016,146830&22,"SAMPLE VENDOR",HA-WT-056,"FALL 1 2016",RED,882,882,0,,,,,,,
DOMESTIC,C,05-05-2016,06-30-2016,07-30-2016,146904,"ELJAY SHANGHAI(P) LTD",HA-WJKT-060,"FALL 3 2016","E KHA",48,0,48,,,,,,,
DOMESTIC,C,05-05-2016,06-30-2016,07-30-2016,146904,"ELJAY SHANGHAI(P) LTD",HA-WJKT-060,"FALL 3 2016",OLIVE,96,0,96,,,,,,,
DOMESTIC,R,05-05-2016,06-30-2016,07-30-2016,146904,"ELJAY SHANGHAI(P) LTD",HA-WJKT-060,"FALL 3 2016","E KHA",48,48,0,,,,,,,
DOMESTIC,R,05-05-2016,06-30-2016,07-30-2016,146904,"ELJAY SHANGHAI(P) LTD",HA-WJKT-060,"FALL 3 2016",OLIVE,96,96,0,,,,,,,
DOMESTIC,R,09-13-2016,09-28-2016,10-13-2016,148404,"GLOBAL APPARELS LTD",HA-KT-223,"HOLIDAY 2 2016",CRR,684,684,0,,,,,,,
DOMESTIC,R,09-13-2016,09-26-2016,10-13-2016,149168,"GLOBAL APPARELS LTD",HA-CS-034,"SPRING 1 2017",BLK,252,252,0,,,,,,,
DOMESTIC,R,09-13-2016,09-25-2016,10-13-2016,149311,"GLOBAL APPARELS LTD",HA-CS-034,"SPRING 1 2017",BLK,36,36,0,,,,,,,
DOMESTIC,R,11-12-2015,11-12-2015,11-12-2015,78696,"ELJAY SHANGHAI(P) LTD",BHA-WB-002,,BLK,816,816,0,,,,,,,
DOMESTIC,C,10-27-2015,10-27-2015,12-10-2015,CDN-HO15-132,"ELJAY SHANGHAI(P) LTD",CDN-WB-080,"HOLIDAY 2015",IND,480,468,12,,,,,,,
DOMESTIC,C,10-27-2015,10-27-2015,12-10-2015,CDN-HO15-132,"ELJAY SHANGHAI(P) LTD",CDN-WB-071,"HOLIDAY 2015",IND,480,0,480,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-171.,,BLU,636,636,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-173.,,NVY,720,720,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-181.,,BLK,300,300,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-164.,,BLK,600,600,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-172.,,WHT,720,720,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-165.,,RED,612,612,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",BHA-KT-185,,RED,696,696,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",BHA-KT-173,,NVY,720,720,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",BHA-KT-120,,NVY,696,696,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",BHA-KT-172,,WHT,720,720,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",BHA-KT-171,,NVY,732,732,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-181.,,GREY,420,732,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-182.,,BLK,732,1152,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-183.,,BLK,600,1020,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-119.,,RED,606,1458,0,,,,,,,
DOMESTIC,R,01-22-2016,04-25-2016,04-25-2016,"CITI 04/26","SAMPLE VENDOR",HA-KT-120.,,RED,600,2148,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",DEC-JKT-059,"FALL 2 2015",WHE,3120,3120,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",DEC-JKT-061,"FALL 2 2015",MLT,2646,2646,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",DEC-JKT-056,"FALL 2 2015",BLK,3120,3120,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",DEC-JKT-056,"FALL 2 2015",GRAPHITE,1272,1272,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",DEC-JKT-056,"FALL 2 2015",CAMO,1272,1272,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",HA-WB-116,"FALL 2 2015",IND,4944,4944,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",HA-WB-153,"FALL 2 2015",INW,4944,4944,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",HA-WB-149,"FALL 2 2015",DKW,5472,5472,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",DEC-WB-046,"FALL 2 2015",BLU,3978,3978,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",DEC-WB-045,"FALL 2 2015",DKB,3036,3036,0,,,,,,,
DOMESTIC,R,07-10-2015,07-30-2015,08-24-2015,"FOR JIMMAY J","SAMPLE VENDOR",DH-WB-001,"FALL 2 2015",BLK,6253,6253,0,,,,,,,
DOMESTIC,R,04-20-2016,04-20-2016,04-20-2016,HA04202016,"GLOBAL APPARELS LTD",HA-KT-135,"SPRING 2 2016",LTB,1098,1098,0,,,,,,,
DOMESTIC,R,04-20-2016,04-20-2016,04-20-2016,HA04202016,"GLOBAL APPARELS LTD",HA-KT-135,"SPRING 2 2016",LTB,48,48,0,,,,,,,
DOMESTIC,R,04-20-2016,04-20-2016,04-20-2016,HA04202016,"GLOBAL APPARELS LTD",HA-KT-136,"SPRING 2 2016",RED,1056,1056,0,,,,,,,
DOMESTIC,R,04-20-2016,04-20-2016,04-20-2016,HA04202016,"GLOBAL APPARELS LTD",HA-KT-136,"SPRING 2 2016",RED,75,75,0,,,,,,,
DOMESTIC,R,04-20-2016,04-20-2016,04-20-2016,HA04202016,"GLOBAL APPARELS LTD",HA-KT-136,"SPRING 2 2016",RED,48,48,0,,,,,,,
