TYPE,STATUS,"PO CREATION DATE","SHIP DATE","WHSE DATE","CUT #",FACTORY,STYLE,SESON,COLOR,"CUT ORD","CUT RECVD","CUT BALNC","CUT/INTRANSIT QTY","ETA DATE",CUSTOMER,"ORD #","CUSTPO #","EARLIEST START DATE","ORD QTY"
IMPORT,O,05-23-2018,07-30-2018,08-30-2018,H-FA18-205,"SH GLOBAL",HA-WJKT-134,,BLK,480,468,12,,,,,,,
IMPORT,O,05-23-2018,07-30-2018,08-30-2018,H-FA18-205,"SH GLOBAL",HA-WJKT-134,,DRD,360,360,0,,,,,,,
IMPORT,O,05-23-2018,07-30-2018,08-30-2018,H-FA18-205,"SH GLOBAL",HA-WJKT-132,,OLIVE,360,348,12,,,,,,,
IMPORT,O,05-23-2018,07-30-2018,08-30-2018,H-FA18-205,"SH GLOBAL",HA-WJKT-132,,BLK,480,492,0,,,,,,,
IMPORT,O,05-23-2018,07-30-2018,08-30-2018,H-FA18-205,"SH GLOBAL",HA-WJKT-132,,BRG,360,324,36,,,,,,,
IMPORT,O,06-04-2018,07-04-2018,07-30-2018,H-FA18-206,"ELJAY SHANGHAI(P) LTD",HA-WJKT-133,,BLK,222,0,222,,,,,,,
IMPORT,O,06-04-2018,07-04-2018,07-30-2018,H-FA18-206,"ELJAY SHANGHAI(P) LTD",HA-WJKT-133,,OLIVE,222,0,222,,,,,,,
IMPORT,O,06-04-2018,07-04-2018,07-30-2018,H-FA18-206,"ELJAY SHANGHAI(P) LTD",HA-WJKT-133,,"B KHA",222,0,222,,,,,,,
IMPORT,O,06-04-2018,07-04-2018,07-30-2018,H-FA18-206,"ELJAY SHANGHAI(P) LTD",HA-WJKT-133-3X,,BLK,18,0,18,,,,,,,
IMPORT,O,06-04-2018,07-04-2018,07-30-2018,H-FA18-206,"ELJAY SHANGHAI(P) LTD",HA-WJKT-133-3X,,OLIVE,18,0,18,,,,,,,
IMPORT,O,06-04-2018,07-04-2018,07-30-2018,H-FA18-206,"ELJAY SHANGHAI(P) LTD",HA-WJKT-133-3X,,"B KHA",18,0,18,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-409,,MLT,600,624,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-410,,MLT,660,669,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-411,,WRS,600,613,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-417,,WHT,600,608,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-417,,OLIVE,720,768,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-418,,RED,900,918,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-418,,BLK,822,822,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-419,,RED,960,1012,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-419,,HGR,480,520,0,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-413,,MLT,600,0,600,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-420,,WHT,900,0,900,,,,,,,
IMPORT,O,06-07-2018,07-15-2018,08-15-2018,H-FA18-211,"DOLLAR APPAREL TRADING HOUSE",HA-KT-420,,ROYAL,480,0,480,,,,,,,
IMPORT,O,06-12-2018,07-05-2018,08-05-2018,H-FA18-207,"ELJAY SHANGHAI(P) LTD",HA-WJKT-130,,IND,470,576,0,,,,,,,
IMPORT,O,06-12-2018,07-05-2018,08-05-2018,H-FA18-207,"ELJAY SHANGHAI(P) LTD",HA-WB-695,,IND,470,407,63,,,,,,,
IMPORT,R,06-13-2018,08-05-2018,09-05-2018,H-FA18-208,"SH GLOBAL",HA-CS-062,,OLIVE,468,468,0,,,,,,,
IMPORT,R,06-13-2018,08-05-2018,09-05-2018,H-FA18-208,"SH GLOBAL",HA-KT-391,,NVY,468,468,0,,,,,,,
IMPORT,R,06-13-2018,07-05-2018,08-05-2018,H-FA18-209,"SH GLOBAL",HA-WJKT-132,,BLK,470,471,0,,,,,,,
IMPORT,R,06-13-2018,07-15-2018,08-15-2018,"PO# 160050","ELJAY SHANGHAI(P) LTD",HA-WT-131,,IND,654,654,0,,,,,,,
IMPORT,O,06-13-2018,07-15-2018,08-15-2018,"PO# 160062","ELJAY SHANGHAI(P) LTD",HA-WT-131,,IND,48,12,36,,,,,,,
IMPORT,O,06-15-2018,08-15-2018,09-15-2018,H-FA18-210,"ELJAY SHANGHAI(P) LTD",HA-WB-662,,BLK,346,342,4,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-212,"DOLLAR APPAREL TRADING HOUSE",HA-KT-411,,WRS,235,235,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-212,"DOLLAR APPAREL TRADING HOUSE",HA-KT-411-3X,,WRS,1,2,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-212,"DOLLAR APPAREL TRADING HOUSE",HA-KT-417,,OLIVE,235,235,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-212,"DOLLAR APPAREL TRADING HOUSE",HA-KT-417-3X,,OLIVE,1,3,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-212,"DOLLAR APPAREL TRADING HOUSE",HA-KT-418,,BLK,43,43,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-212,"DOLLAR APPAREL TRADING HOUSE",HA-KT-418-3X,,BLK,1,2,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-213,"DOLLAR APPAREL TRADING HOUSE",HA-KT-411,,WRS,36,36,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-213,"DOLLAR APPAREL TRADING HOUSE",HA-KT-411-3X,,WRS,12,12,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-213,"DOLLAR APPAREL TRADING HOUSE",HA-KT-417,,OLIVE,36,36,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-213,"DOLLAR APPAREL TRADING HOUSE",HA-KT-417-3X,,OLIVE,12,12,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-213,"DOLLAR APPAREL TRADING HOUSE",HA-KT-418,,BLK,36,36,0,,,,,,,
IMPORT,R,07-04-2018,07-15-2018,08-15-2018,H-FA18-213,"DOLLAR APPAREL TRADING HOUSE",HA-KT-418-3X,,BLK,12,12,0,,,,,,,
IMPORT,O,07-17-2018,09-30-2018,10-30-2018,H-HO18-217,"ELJAY SHANGHAI(P) LTD",HA-WJKT-145,,OLIVE,24,35,0,,,,,,,
IMPORT,O,07-17-2018,09-30-2018,10-30-2018,H-HO18-217,"ELJAY SHANGHAI(P) LTD",HA-WJKT-142,,BLK,104,103,1,,,,,,,
IMPORT,O,07-17-2018,09-30-2018,10-30-2018,H-HO18-217,"ELJAY SHANGHAI(P) LTD",HA-WJKT-142,,WHT,56,52,4,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-218,"ELJAY SHANGHAI(P) LTD",HA-WB-714,,"RW BLK",142,138,4,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-218,"ELJAY SHANGHAI(P) LTD",HA-WB-713,,IND,86,74,12,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WJKT-157,,"RAW BLK",228,192,36,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WJKT-157-3X,,"RAW BLK",12,12,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WJKT-149,,"RAW IND",228,222,6,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WJKT-149-3X,,"RAW IND",12,12,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WT-133,,IND,456,456,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WT-133-3X,,IND,24,24,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WT-135,,MLT,456,456,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WT-135-3X,,MLT,24,22,2,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WB-714,,"RW BLK",720,720,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WB-731,,"RAW IND",720,720,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WB-713,,IND,1500,1504,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WB-776,,IND,1800,1800,0,,,,,,,
IMPORT,O,07-27-2018,09-25-2018,10-25-2018,H-HO18-219,"ELJAY SHANGHAI(P) LTD",HA-WB-718,,BLK,1500,1504,0,,,,,,,
IMPORT,R,07-27-2018,09-25-2018,10-25-2018,H-HO18-220,"ELJAY SHANGHAI(P) LTD",HA-WJKT-154,,BLK,360,372,0,,,,,,,
IMPORT,R,07-27-2018,09-25-2018,10-25-2018,H-HO18-220,"ELJAY SHANGHAI(P) LTD",HA-WJKT-154,,BROWN,360,366,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-PO-006,,BLK,768,768,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-PO-006-3X,,BLK,72,72,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-PO-002,,"BLK/RED ST",768,768,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-PO-002-3X,,"BLK/RED ST",72,72,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-CS-074,,"MLT STR",768,768,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-CS-074-3X,,"MLT STR",72,72,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-CS-076,,NVY,768,744,24,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-CS-076-3X,,NVY,72,54,18,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-CS-076,,BLK,456,450,6,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-CS-076-3X,,BLK,24,24,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-CS-079,,OLIVE,660,660,0,,,,,,,
IMPORT,O,07-27-2018,09-30-2018,10-30-2018,H-HO18-221,"SH GLOBAL",HA-CS-079-3X,,OLIVE,60,60,0,,,,,,,
IMPORT,R,07-27-2018,09-30-2018,10-30-2018,H-HO18-230,"ELJAY SHANGHAI(P) LTD",HA-PO-006,,BLK,533,533,0,,,,,,,
IMPORT,R,07-27-2018,09-30-2018,10-30-2018,H-HO18-230,"ELJAY SHANGHAI(P) LTD",HA-PO-002,,"BLK/RED ST",533,533,0,,,,,,,
IMPORT,R,07-27-2018,09-30-2018,10-30-2018,H-HO18-230,"ELJAY SHANGHAI(P) LTD",HA-KJ-008,,BLK,176,176,0,,,,,,,
IMPORT,R,07-27-2018,09-30-2018,10-30-2018,H-HO18-230,"ELJAY SHANGHAI(P) LTD",HA-CS-074,,"MLT STR",533,533,0,,,,,,,
IMPORT,R,07-27-2018,09-30-2018,10-30-2018,H-HO18-230,"ELJAY SHANGHAI(P) LTD",HA-CS-076,,NVY,533,533,0,,,,,,,
IMPORT,R,07-27-2018,09-30-2018,10-30-2018,H-HO18-230,"ELJAY SHANGHAI(P) LTD",HA-CS-079,,OLIVE,533,533,0,,,,,,,
IMPORT,R,07-27-2018,09-30-2018,10-30-2018,H-HO18-230,"ELJAY SHANGHAI(P) LTD",HA-KB-114,,BLK,533,533,0,,,,,,,
IMPORT,O,07-29-2018,09-25-2018,10-25-2018,H-HO18-222,"HAO YI GARMENT FACTORY",HA-WB-733,,IND,1800,1784,16,,,,,,,
IMPORT,O,07-29-2018,09-25-2018,10-25-2018,H-HO18-222,"HAO YI GARMENT FACTORY",HA-WB-717,,DKI,1500,1504,0,,,,,,,
IMPORT,R,07-30-2018,08-25-2018,09-25-2018,H-HO18-223,"SH GLOBAL",HA-PO-002,,"BLK/RED ST",106,106,0,,,,,,,
IMPORT,R,07-30-2018,08-25-2018,09-25-2018,H-HO18-223,"SH GLOBAL",HA-PO-002-3X,,"BLK/RED ST",2,2,0,,,,,,,
IMPORT,R,07-30-2018,08-25-2018,09-25-2018,H-HO18-223,"SH GLOBAL",HA-CS-074,,"MLT STR",81,81,0,,,,,,,
IMPORT,R,07-30-2018,08-25-2018,09-25-2018,H-HO18-223,"SH GLOBAL",HA-CS-074-3X,,"MLT STR",1,1,0,,,,,,,
IMPORT,R,08-10-2018,09-25-2018,10-25-2018,H-HO18-226,"ELJAY SHANGHAI(P) LTD",HA-WB-652,,OLIVE,605,615,0,,,,,,,
IMPORT,R,08-10-2018,09-25-2018,10-25-2018,H-HO18-226,"ELJAY SHANGHAI(P) LTD",HA-WB-652,,"B KHA",605,615,0,,,,,,,
IMPORT,R,08-10-2018,09-25-2018,10-25-2018,H-HO18-226,"ELJAY SHANGHAI(P) LTD",HA-WB-652,,BLK,605,615,0,,,,,,,
IMPORT,O,08-10-2018,09-25-2018,10-25-2018,H-HO18-227,"ELJAY SHANGHAI(P) LTD",HA-WB-778,,NVY,585,0,585,,,,,,,
IMPORT,O,08-10-2018,09-25-2018,10-25-2018,H-HO18-227,"ELJAY SHANGHAI(P) LTD",HA-WB-778,,"B RED",605,0,605,,,,,,,
IMPORT,O,08-10-2018,09-25-2018,10-25-2018,H-HO18-227,"ELJAY SHANGHAI(P) LTD",HA-WB-778,,CAMO,605,0,605,,,,,,,
IMPORT,R,08-10-2018,09-25-2018,10-25-2018,H-HO18-228,"ELJAY SHANGHAI(P) LTD",HA-WJKT-154,,BLK,176,176,0,,,,,,,
IMPORT,O,08-10-2018,09-30-2018,10-30-2018,H-HO18-229,"SH GLOBAL",HA-KJ-008,,BLK,456,426,30,,,,,,,
IMPORT,O,08-10-2018,09-30-2018,10-30-2018,H-HO18-229,"SH GLOBAL",HA-KJ-008-3X,,BLK,24,24,0,,,,,,,
IMPORT,O,08-10-2018,09-30-2018,10-30-2018,H-HO18-229,"SH GLOBAL",HA-KB-114,,BLK,222,222,0,,,,,,,
IMPORT,O,08-10-2018,09-30-2018,10-30-2018,H-HO18-229,"SH GLOBAL",HA-KB-114-3X,,BLK,18,18,0,,,,,,,
IMPORT,O,08-10-2018,09-30-2018,10-30-2018,H-HO18-231,"ELJAY SHANGHAI(P) LTD",HA-WB-706,,IND,901,904,0,,,,,,,
IMPORT,O,08-10-2018,09-30-2018,10-30-2018,H-HO18-231,"ELJAY SHANGHAI(P) LTD",HA-WB-709,,IND,901,0,901,,,,,,,
IMPORT,O,08-10-2018,10-05-2018,11-05-2018,H-HO18-232,"ELJAY SHANGHAI(P) LTD",HA-WT-133,,IND,176,171,5,,,,,,,
IMPORT,O,08-10-2018,10-05-2018,11-05-2018,H-HO18-232,"ELJAY SHANGHAI(P) LTD",HA-WT-135,,MLT,533,509,24,,,,,,,
IMPORT,O,08-10-2018,10-05-2018,11-05-2018,H-HO18-233,"ELJAY SHANGHAI(P) LTD",HA-WB-776,,IND,533,545,0,,,,,,,
IMPORT,O,08-10-2018,10-05-2018,11-05-2018,H-HO18-233,"ELJAY SHANGHAI(P) LTD",HA-WB-731,,"RAW IND",533,530,3,,,,,,,
IMPORT,R,08-14-2018,09-08-2018,10-08-2018,H-HO18-234,"WORLDWIDETEX CORP",HA-WB-707,,IND,901,901,0,,,,,,,
IMPORT,R,08-14-2018,09-08-2018,10-08-2018,H-HO18-234,"WORLDWIDETEX CORP",HA-WB-708,,IND,901,910,0,,,,,,,
IMPORT,O,08-14-2018,11-25-2018,12-25-2018,H-S19-1003,"WORLDWIDETEX CORP",HA-WB-789,,"ICE IND",1496,1457,39,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-427,,MLT,576,642,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-427-3X,,MLT,24,28,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-435,,WHT,684,697,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-435,,WHT,36,41,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-435,,OLIVE,684,706,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-435,,OLIVE,36,38,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-444,,CAMO,684,684,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-444,,CAMO,36,36,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-457,,BLK,900,916,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-457-3X,,BLK,60,60,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-429,,WHT,576,575,1,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-429,,WHT,24,24,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-429,,MLT,576,572,4,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-429,,MLT,24,27,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-442,,"BLK TIE DY",684,707,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-442,,"BLK TIE DY",36,39,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-435,,BLK,444,473,0,,,,,,,
IMPORT,O,09-20-2018,11-10-2018,12-10-2018,H-S19-1002,"DOLLAR APPAREL TRADING HOUSE",HA-KT-435,,BLK,36,39,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162611","HAO YI GARMENT FACTORY",HA-WB-719,,BLK,1812,1842,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162611","HAO YI GARMENT FACTORY",HA-WB-722,,IND,1812,1830,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162611","HAO YI GARMENT FACTORY",HA-WB-726,,"LT IND",1470,1488,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162611","HAO YI GARMENT FACTORY",HA-WB-730,,"A WASH",1470,1470,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162611","HAO YI GARMENT FACTORY",HA-WB-766,,IND,1470,1470,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162611","HAO YI GARMENT FACTORY",HA-WB-777,,IND,1812,1800,12,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162614","HAO YI GARMENT FACTORY",HA-WB-719,,BLK,120,120,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162614","HAO YI GARMENT FACTORY",HA-WB-722,,IND,96,96,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162614","HAO YI GARMENT FACTORY",HA-WB-726,,"LT IND",96,96,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162614","HAO YI GARMENT FACTORY",HA-WB-730,,"A WASH",96,93,3,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162614","HAO YI GARMENT FACTORY",HA-WB-766,,IND,96,96,0,,,,,,,
IMPORT,O,09-20-2018,11-05-2018,12-05-2018,"PO# 162614","HAO YI GARMENT FACTORY",HA-WB-777,,IND,96,96,0,,,,,,,
IMPORT,O,10-16-2018,12-15-2018,01-15-2019,H-S19-1004,"WORLDWIDETEX CORP",HA-VST-045,,WHT,168,190,0,,,,,,,
IMPORT,O,10-16-2018,12-15-2018,01-15-2019,H-S19-1004,"WORLDWIDETEX CORP",HA-VST-045-3X,,WHT,12,9,3,,,,,,,
IMPORT,O,10-16-2018,12-15-2018,01-15-2019,H-S19-1004,"WORLDWIDETEX CORP",HA-WJKT-131,,WHT,282,289,0,,,,,,,
IMPORT,O,10-16-2018,12-15-2018,01-15-2019,H-S19-1004,"WORLDWIDETEX CORP",HA-WJKT-131-3X,,WHT,18,20,0,,,,,,,
IMPORT,O,10-16-2018,12-15-2018,01-15-2019,H-S19-1004,"WORLDWIDETEX CORP",HA-WB-664,,WHT,1200,1190,10,,,,,,,
IMPORT,O,10-16-2018,11-25-2018,12-25-2018,H-S19-1005,"WORLDWIDETEX CORP",HA-WB-740,,IND,1200,1190,10,,,,,,,
IMPORT,O,10-16-2018,11-25-2018,12-25-2018,H-S19-1005,"WORLDWIDETEX CORP",HA-WB-739,,IND,1200,1170,30,,,,,,,
IMPORT,R,10-16-2018,11-20-2018,12-25-2018,H-S19-1006,"HAO YI GARMENT FACTORY",HA-WJKT-160,,IND,336,348,0,,,,,,,
IMPORT,R,10-16-2018,11-20-2018,12-25-2018,H-S19-1006,"HAO YI GARMENT FACTORY",HA-WJKT-160,,IND,24,25,0,,,,,,,
IMPORT,R,10-16-2018,11-20-2018,12-25-2018,H-S19-1006,"HAO YI GARMENT FACTORY",HA-WB-736,,IND,960,970,0,,,,,,,
IMPORT,O,10-16-2018,11-20-2018,12-25-2018,H-S19-1007,"HAO YI GARMENT FACTORY",HA-WT-137,,"B KHA",276,276,0,,,,,,,
IMPORT,O,10-16-2018,11-20-2018,12-25-2018,H-S19-1007,"HAO YI GARMENT FACTORY",HA-WT-137,,"B KHA",24,0,24,,,,,,,
IMPORT,O,10-16-2018,11-20-2018,12-25-2018,H-S19-1007,"HAO YI GARMENT FACTORY",HA-WT-246,,"B KHA",276,264,12,,,,,,,
IMPORT,O,10-16-2018,11-20-2018,12-25-2018,H-S19-1007,"HAO YI GARMENT FACTORY",HA-WT-246,,"B KHA",24,24,0,,,,,,,
IMPORT,O,10-16-2018,11-20-2018,12-25-2018,H-S19-1007,"HAO YI GARMENT FACTORY",HA-WB-759,,"B KHA",960,960,0,,,,,,,
IMPORT,O,10-16-2018,11-20-2018,12-25-2018,H-S19-1007,"HAO YI GARMENT FACTORY",HA-WB-759,,OLIVE,960,970,0,,,,,,,
IMPORT,O,10-16-2018,11-20-2018,12-25-2018,H-S19-1007,"HAO YI GARMENT FACTORY",HA-WB-759,,BLK,960,960,0,,,,,,,
IMPORT,O,10-16-2018,11-25-2018,12-25-2018,H-S19-1008,"HAO YI GARMENT FACTORY",HA-WB-742,,IND,1200,1200,0,,,,,,,
IMPORT,O,10-16-2018,11-25-2018,12-25-2018,H-S19-1008,"HAO YI GARMENT FACTORY",HA-WB-781,,BLK,1500,1500,0,,,,,,,
IMPORT,O,10-16-2018,11-25-2018,12-25-2018,H-S19-1008,"HAO YI GARMENT FACTORY",HA-WT-139,,"YLW MLT",456,444,12,,,,,,,
IMPORT,O,10-16-2018,11-25-2018,12-25-2018,H-S19-1008,"HAO YI GARMENT FACTORY",HA-WT-139-3X,,"YLW MLT",24,37,0,,,,,,,
IMPORT,O,10-16-2018,11-25-2018,12-25-2018,H-S19-1008,"HAO YI GARMENT FACTORY",HA-WB-770,,"BLU BLK",1200,1220,0,,,,,,,
IMPORT,O,10-16-2018,02-10-2019,03-10-2019,H-S19-1031,"HAO YI GARMENT FACTORY",HA-WB-788,,WHT,720,0,720,,,,,,,
IMPORT,O,10-16-2018,02-10-2019,03-10-2019,H-S19-1031,"HAO YI GARMENT FACTORY",HA-WB-788,,"E KHA",720,0,720,,,,,,,
IMPORT,O,10-16-2018,02-10-2019,03-10-2019,H-S19-1032,"HAO YI GARMENT FACTORY",HA-WB-763,,OLIVE,720,0,720,,,,,,,
IMPORT,O,10-16-2018,02-10-2019,03-10-2019,H-S19-1032,"HAO YI GARMENT FACTORY",HA-WB-769,,"B KHA",720,0,720,,,,,,,
IMPORT,O,10-17-2018,11-25-2018,12-25-2018,H-S19-1009,"SH GLOBAL",HA-PO-013,,BLK,564,0,564,,,,,,,
IMPORT,O,10-17-2018,11-25-2018,12-25-2018,H-S19-1009,"SH GLOBAL",HA-PO-013,,BLK,36,0,36,,,,,,,
IMPORT,O,10-17-2018,11-25-2018,12-25-2018,H-S19-1009,"SH GLOBAL",HA-PO-012,,NWR,564,0,564,,,,,,,
